Sex,Race/Ethnicity,Age,Stage at Diagnosis,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Modeled Rate (Regression Line),Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Male,Non-Hispanic White,Ages < 50,All Stages,Delay-adjusted Rates,2013,5.491,5.1621,5.8353,5.5405,,,,,
Male,Non-Hispanic White,Ages < 50,All Stages,Delay-adjusted Rates,2014,5.6652,5.3277,6.0182,5.6014,,,,,
Male,Non-Hispanic White,Ages < 50,All Stages,Delay-adjusted Rates,2015,5.6971,5.3545,6.0555,5.663,,,,,
Male,Non-Hispanic White,Ages < 50,All Stages,Delay-adjusted Rates,2016,5.5973,5.2523,5.9585,5.7252,,,,,
Male,Non-Hispanic White,Ages < 50,All Stages,Delay-adjusted Rates,2017,5.7123,5.3583,6.0828,5.7882,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2000,25.2242,23.9018,26.6006,24.8299,2000-2017,0.3163,-0.0274,0.6611,Stable
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2001,26.2141,24.8846,27.5962,24.9084,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2002,23.8425,22.599,25.1366,24.9872,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2003,24.6724,23.4283,25.9654,25.0662,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2004,24.4734,23.2531,25.7412,25.1455,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2005,25.2424,24.0201,26.5108,25.225,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2006,23.6542,22.4865,24.8669,25.3048,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2007,25.7857,24.5879,27.0269,25.3848,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2008,25.5878,24.406,26.8122,25.4651,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2009,25.2491,24.0887,26.4512,25.5456,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2010,26.5188,25.3429,27.7354,25.6264,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2011,26.3317,25.1739,27.5292,25.7074,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2012,26.0599,24.9056,27.2541,25.7887,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2013,27.0501,25.8709,28.2694,25.8703,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2014,25.9281,24.7785,27.1174,25.9521,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2015,26.0619,24.9067,27.2571,26.0342,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2016,26.4681,25.2997,27.6769,26.1165,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2017,24.3899,23.263,25.5575,26.1991,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2000,25.2242,23.9018,26.6006,24.0868,2000-2017,1.0119,0.6732,1.3518,Trend is Rising
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2001,26.2141,24.8846,27.5962,24.3305,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2002,23.8425,22.599,25.1366,24.5767,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2003,24.6724,23.4283,25.9654,24.8254,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2004,24.4734,23.2531,25.7412,25.0766,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2005,25.2424,24.0201,26.5108,25.3304,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2006,23.6542,22.4865,24.8669,25.5867,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2007,25.7857,24.5879,27.0269,25.8456,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2008,25.5878,24.406,26.8122,26.1072,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2009,25.5088,24.3364,26.723,26.3713,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2010,27.0694,25.8691,28.311,26.6382,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2011,27.1506,25.9568,28.385,26.9078,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2012,27.1534,25.9506,28.3972,27.18,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2013,28.4816,27.2398,29.7648,27.4551,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2014,27.5701,26.3475,28.8342,27.7329,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2015,28.1837,26.934,29.4754,28.0135,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2016,29.2262,27.9355,30.5599,28.297,,,,,
Male,Non-Hispanic White,Ages 50-64,All Stages,Delay-adjusted Rates,2017,27.9326,26.6413,29.2686,28.5834,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2000,89.9239,86.964,92.9589,89.3272,2000-2015,0.7882,0.5474,1.0295,Trend is Rising
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2001,92.1027,89.1229,95.1568,90.0312,2015-2017,-7.324,-12.1582,-2.2238,Trend is Falling
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2002,89.8402,86.9095,92.8447,90.7408,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2003,92.4932,89.5358,95.5234,91.456,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2004,91.0558,88.1284,94.0556,92.1769,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2005,91.4568,88.5373,94.448,92.9034,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2006,92.1465,89.2317,95.1322,93.6357,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2007,93.1225,90.2122,96.1026,94.3737,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2008,93.1557,90.2693,96.1106,95.1175,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2009,94.2551,91.3693,97.2086,95.8672,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2010,100.7538,97.7921,103.7822,96.6228,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2011,98.9004,95.9912,101.8752,97.3844,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2012,99.6536,96.7716,102.5994,98.152,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2013,99.7314,96.8849,102.6399,98.9256,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2014,99.9455,97.1299,102.8216,99.7053,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2015,97.7871,95.0275,100.6062,100.4911,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2016,93.7312,91.06,96.4605,93.1312,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2017,86.0157,83.4869,88.6012,86.3102,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2000,89.9239,86.964,92.9589,90.4235,2000-2007,0.3492,-0.4091,1.1132,Stable
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2001,92.1027,89.1229,95.1568,90.7392,2007-2014,2.2355,1.3352,3.1438,Trend is Rising
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2002,89.8402,86.9095,92.8447,91.0561,2014-2017,-2.5412,-4.9809,-0.0387,Trend is Falling
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2003,92.4932,89.5358,95.5234,91.374,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2004,91.0558,88.1284,94.0556,91.6931,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2005,91.4568,88.5373,94.448,92.0132,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2006,92.1465,89.2317,95.1322,92.3345,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2007,93.1225,90.2122,96.1026,92.6569,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2008,93.1557,90.2693,96.1106,94.7283,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2009,95.2283,92.3126,98.212,96.846,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2010,102.8583,99.8346,105.9496,99.011,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2011,101.9915,98.9912,105.0586,101.2244,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2012,103.8744,100.8699,106.9443,103.4873,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2013,105.0373,102.039,108.0999,105.8008,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2014,106.3396,103.3433,109.3992,108.166,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2015,106.0088,103.0159,109.0643,105.4173,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2016,103.9833,101.0187,107.0104,102.7385,,,,,
Male,Non-Hispanic White,Ages 65+,All Stages,Delay-adjusted Rates,2017,99.0739,96.1591,102.0513,100.1277,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2000,5.2907,4.7383,5.8899,5.4279,2000-2017,-0.0634,-0.7012,0.5784,Stable
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2001,5.3737,4.8133,5.9813,5.4244,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2002,4.8231,4.2906,5.4034,5.421,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2003,5.1519,4.5965,5.7557,5.4176,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2004,6.0634,5.456,6.7198,5.4141,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2005,5.6434,5.0531,6.2837,5.4107,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2006,5.4053,4.8236,6.0378,5.4073,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2007,5.5832,4.9879,6.2298,5.4038,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2008,4.9514,4.3892,5.5656,5.4004,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2009,5.8225,5.2083,6.4892,5.397,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2010,5.361,4.7685,6.0068,5.3936,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2011,5.9722,5.3433,6.6549,5.3901,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2012,5.2291,4.6385,5.874,5.3867,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2013,5.45,4.8437,6.1112,5.3833,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2014,5.3801,4.7756,6.04,5.3799,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2015,5.4863,4.8729,6.1555,5.3765,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2016,4.9462,4.3631,5.5855,5.3731,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2017,5.0708,4.4774,5.721,5.3697,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2000,5.2907,4.7383,5.8899,5.33,2000-2017,0.394,-0.2054,0.9971,Stable
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2001,5.3737,4.8133,5.9813,5.351,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2002,4.8231,4.2906,5.4034,5.3721,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2003,5.1519,4.5965,5.7557,5.3932,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2004,6.0634,5.456,6.7198,5.4145,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2005,5.6434,5.0531,6.2837,5.4358,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2006,5.4053,4.8236,6.0378,5.4572,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2007,5.5832,4.9879,6.2298,5.4787,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2008,4.9514,4.3892,5.5656,5.5003,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2009,5.8672,5.2483,6.5389,5.522,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2010,5.4413,4.8399,6.0965,5.5437,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2011,6.1039,5.461,6.8012,5.5656,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2012,5.3784,4.7709,6.0413,5.5875,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2013,5.6493,5.0207,6.3339,5.6095,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2014,5.6385,5.0047,6.3292,5.6316,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2015,5.8055,5.1562,6.5126,5.6538,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2016,5.3068,4.6809,5.9916,5.6761,,,,,
Male,Non-Hispanic White,Ages <15,All Stages,Delay-adjusted Rates,2017,5.5692,4.9168,6.2819,5.6985,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2000,3.1639,2.8442,3.5099,3.3284,2000-2017,0.7432,0.3624,1.1255,Trend is Rising
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2001,3.4022,3.0689,3.762,3.3531,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2002,3.5546,3.2108,3.9251,3.3781,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2003,3.2941,2.9607,3.6548,3.4032,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2004,3.5085,3.1618,3.8828,3.4285,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2005,3.4392,3.0932,3.8131,3.4539,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2006,3.3245,2.9828,3.6944,3.4796,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2007,3.4454,3.0959,3.8234,3.5055,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2008,3.6079,3.2485,3.996,3.5315,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2009,3.3629,3.0145,3.7404,3.5578,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2010,3.8144,3.4389,4.2193,3.5842,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2011,3.7734,3.3982,4.1783,3.6109,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2012,3.5632,3.1976,3.9586,3.6377,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2013,3.8122,3.4355,4.2187,3.6647,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2014,3.8071,3.4303,4.2135,3.692,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2015,3.6834,3.3148,4.0815,3.7194,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2016,3.6806,3.3101,4.0808,3.7471,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2017,3.5822,3.218,3.9761,3.7749,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2000,3.1639,2.8442,3.5099,3.2641,2000-2017,1.2292,0.8648,1.595,Trend is Rising
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2001,3.4022,3.0689,3.762,3.3043,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2002,3.5546,3.2108,3.9251,3.3449,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2003,3.2941,2.9607,3.6548,3.386,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2004,3.5085,3.1618,3.8828,3.4276,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2005,3.4392,3.0932,3.8131,3.4697,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2006,3.3245,2.9828,3.6944,3.5124,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2007,3.4454,3.0959,3.8234,3.5556,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2008,3.6079,3.2485,3.996,3.5993,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2009,3.3884,3.0373,3.7687,3.6435,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2010,3.8733,3.492,4.2843,3.6883,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2011,3.8601,3.4762,4.2741,3.7336,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2012,3.6719,3.295,4.0792,3.7795,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2013,3.9519,3.5614,4.3729,3.826,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2014,3.9844,3.59,4.4094,3.873,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2015,3.891,3.5015,4.311,3.9206,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2016,3.9539,3.5557,4.3832,3.9688,,,,,
Male,Non-Hispanic White,Ages 15-39,All Stages,Delay-adjusted Rates,2017,3.9619,3.5586,4.3968,4.0176,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2000,16.2604,15.5107,17.037,16.2121,2000-2017,0.5114,0.2409,0.7826,Trend is Rising
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2001,16.9304,16.1741,17.7129,16.295,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2002,15.7183,15.0002,16.462,16.3784,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2003,16.1907,15.4709,16.9354,16.4621,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2004,16.0679,15.3587,16.8018,16.5463,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2005,16.6179,15.9024,17.3576,16.6309,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2006,16.2421,15.5372,16.9712,16.716,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2007,17.2946,16.5741,18.0387,16.8014,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2008,16.8211,16.1151,17.5506,16.8874,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2009,16.9139,16.2057,17.6457,16.9737,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2010,17.4905,16.777,18.2273,17.0605,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2011,17.6504,16.9322,18.392,17.1477,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2012,17.5984,16.8766,18.344,17.2354,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2013,17.6498,16.9253,18.3981,17.3236,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2014,17.4268,16.7006,18.1774,17.4122,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2015,17.5115,16.7768,18.271,17.5012,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2016,17.6711,16.9275,18.4399,17.5907,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2017,16.5814,15.8556,17.3328,17.6806,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2000,16.2604,15.5107,17.037,15.7801,2000-2017,1.1457,0.8987,1.3932,Trend is Rising
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2001,16.9304,16.1741,17.7129,15.9609,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2002,15.7183,15.0002,16.462,16.1437,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2003,16.1907,15.4709,16.9354,16.3287,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2004,16.0679,15.3587,16.8018,16.5158,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2005,16.6179,15.9024,17.3576,16.705,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2006,16.2421,15.5372,16.9712,16.8964,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2007,17.2946,16.5741,18.0387,17.0899,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2008,16.8211,16.1151,17.5506,17.2857,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2009,17.0759,16.3611,17.8145,17.4838,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2010,17.8339,17.1067,18.5847,17.6841,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2011,18.1643,17.4258,18.9267,17.8867,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2012,18.2815,17.5325,19.0548,18.0916,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2013,18.5207,17.7616,19.3045,18.2989,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2014,18.4554,17.6875,19.2484,18.5085,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2015,18.8252,18.0373,19.6389,18.7206,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2016,19.3808,18.5678,20.2205,18.935,,,,,
Male,Non-Hispanic White,Ages 40-64,All Stages,Delay-adjusted Rates,2017,18.8216,18.0007,19.6702,19.152,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2000,66.1086,62.7897,69.5574,65.7225,2000-2015,0.7883,0.4366,1.1412,Trend is Rising
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2001,69.4326,66.0176,72.9785,66.2406,2015-2017,-8.9917,-15.6065,-1.8585,Trend is Falling
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2002,66.1207,62.7754,69.5979,66.7628,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2003,66.4223,63.0619,69.915,67.289,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2004,68.6293,65.21,72.1811,67.8195,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2005,68.2841,64.8668,71.8344,68.3541,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2006,65.6697,62.3282,69.1434,68.8929,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2007,69.8984,66.4798,73.4469,69.4359,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2008,67.3525,64.054,70.7764,69.9833,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2009,67.2094,63.9577,70.5829,70.5349,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2010,72.5419,69.2066,75.9958,71.0909,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2011,73.8154,70.4938,77.2525,71.6513,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2012,73.0764,69.8738,76.3874,72.2161,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2013,73.6283,70.4882,76.8715,72.7854,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2014,72.8433,69.7942,75.9909,73.3591,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2015,72.8355,69.8353,75.9309,73.9374,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2016,69.8884,66.9965,72.8724,67.2892,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2017,59.9627,57.3487,62.6647,61.2387,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Delay-adjusted Rates,2000,66.1086,62.7897,69.5574,66.847,2000-2008,0.3277,-0.6447,1.3097,Stable
Male,Non-Hispanic White,Ages 65-74,All Stages,Delay-adjusted Rates,2001,69.4326,66.0176,72.9785,67.0661,2008-2015,2.3601,0.9804,3.7586,Trend is Rising
Male,Non-Hispanic White,Ages 65-74,All Stages,Delay-adjusted Rates,2002,66.1207,62.7754,69.5979,67.2858,2015-2017,-6.8402,-13.6695,0.5293,Stable
Male,Non-Hispanic White,Ages 65-74,All Stages,Delay-adjusted Rates,2003,66.4223,63.0619,69.915,67.5063,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Delay-adjusted Rates,2004,68.6293,65.21,72.1811,67.7276,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Delay-adjusted Rates,2005,68.2841,64.8668,71.8344,67.9495,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Delay-adjusted Rates,2006,65.6697,62.3282,69.1434,68.1722,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Delay-adjusted Rates,2007,69.8984,66.4798,73.4469,68.3956,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Delay-adjusted Rates,2008,67.3525,64.054,70.7764,68.6197,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Delay-adjusted Rates,2009,67.906,64.6206,71.314,70.2392,,,,,
Male,Non-Hispanic White,Ages 65-74,All Stages,Delay-adjusted Rates,2010,74.0593,70.654,77.5849,71.8969,,,,,
